LATITUDE,LONGITUDE,CTDPRS,CTDTPOT,CTDSAL,EDW,ENACW12,WNACW7,SPMW,SACWT12,SACWE12,WW,AAIW5,AAIW3,MW,LSW,ISOW,DSOW,CDW,WSDW
-57.4997,-31.5992,347.9,1.8694742123835304,34.5877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22841745763960894,0.0,0.07304901083451401,0.0,0.0,0.698653544753959,0.0
-57.4997,-31.5992,443.1,1.97453391584364,34.6509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014660969727128,0.119722397435953,0.0,0.123717680592686,0.0,0.0,0.7419068156227,0.0
-57.4997,-31.5992,548.2,1.77625273993395,34.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.100569976726135,0.0,0.116639844479322,0.0,0.0,0.782878957368236,0.0
-57.4997,-31.5992,648.4,1.72779452571737,34.6937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058917766587006,0.0,0.112428944765073,0.0,0.0,0.8287277243317659,0.0
-57.4997,-31.5992,796.6,1.60053303291698,34.7051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027409948184505,0.0,0.07062359492123599,0.032676535588735005,0.0,0.853827656596202,0.015556125710691
-57.4997,-31.5992,999.9,1.32801029666522,34.7082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119731757009643,0.0,0.6820732181225981,0.19819741328822
-57.4997,-31.5992,1197.3,1.10575353176355,34.7058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09385978758629,0.0,0.602949194975354,0.303191936103152
-57.4997,-31.5992,1397.3,0.887101428296539,34.7006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074664220008596,0.0,0.516595302734103,0.40874123024051706
-57.4997,-31.5992,1597.5,0.7038673457349759,34.6945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062265465698304,0.0,0.43794429727944,0.499790818929588
-57.4997,-31.5992,1798.3,0.516236890259059,34.6862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062029787831278,0.0,0.33844836775593,0.599522622646943
-57.4997,-31.5992,1997.0,0.43902631890596,34.6864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04637759070417,0.0,0.319526598336388,0.634094607294198
-57.4997,-31.5992,2197.9,0.327711925938353,34.6825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04678560176923,0.0,0.26012535248132,0.693087934769485
-57.4997,-31.5992,2497.5,0.16332078304341502,34.6744,0.0,0.0,0.0,0.0,0.0,0.0,0.000196564840706,0.0,0.0,0.0,0.0,0.054479793536472,0.0,0.16052048054177698,0.7848015589154929
-57.4997,-31.5992,2797.5,0.020014170857887,34.6692,0.0,0.0,0.0,0.0,0.0,0.0,0.00649400484206,0.0,0.000137198352706,0.0,0.0,0.047964005347132,0.0,0.097967548256864,0.84743164448515
-57.4997,-31.5992,3096.8,-0.107802292901925,34.6642,0.0,0.0,0.0,0.0,0.0,0.0,0.025902619391541003,0.0,0.0005987549847030001,0.0,0.0,0.019005725965866003,0.0,0.091046541376444,0.863438024080385
-57.4997,-31.5992,3297.0,-0.164510589198087,34.662,0.0,0.0,0.0,0.0,0.0,0.0,0.03295270680453,0.0,0.001521684197437,0.0,0.0,0.005001758311566,0.0,0.08434174646067301,0.8761679633689851
-57.4997,-31.5992,3437.3,-0.18306244954227,34.6614,0.0,0.0,0.0,0.0,0.0,0.0,0.031434408731372,0.0,0.006834469144037,0.0,0.0,0.0031342662363550004,0.0,0.063841731276436,0.8947362628451851
-55.9992,-33.6328,316.0,1.6442923420258702,34.5645,0.0,0.0,0.0,0.0,0.0,0.0,0.088184937615949,0.0,0.1959703038114,0.0,0.0,0.0,0.0,0.7157703170463849,0.0
-55.9992,-33.6328,426.5,2.05283879182238,34.6579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06438652820587701,0.058585147149629015,0.0,0.127013552398761,0.0,0.0,0.7500247006491301,0.0
-55.9992,-33.6328,509.4,1.69850617708928,34.6564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.120515047813821,0.0,0.09928893328051598,0.0,0.0,0.7803474875123121,0.0
-55.9992,-33.6328,597.5,1.68143961553635,34.6787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085062040482963,0.0,0.103351808093175,0.0,0.0,0.811715169917427,0.0
-55.9992,-33.6328,697.1,1.6194080414253798,34.6979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048989506339075985,0.0,0.094840102489848,0.0,0.0,0.856296824413687,0.0
-55.9992,-33.6328,798.3,1.52691497033144,34.7034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139937553518643,0.0,0.755466626058133,0.10459973099025
-55.9992,-33.6328,898.4,1.37481839118554,34.6993,0.0,0.0,0.0,0.0,0.0,0.0,0.005230485797127,0.0,0.0,0.0,0.0,0.13821467119955,0.0,0.681186305944185,0.17536676621913094
-55.9992,-33.6328,997.3,1.2922789089440905,34.7046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123816913676647,0.0,0.658073934093673,0.218113154129358
-55.9992,-33.6328,1196.8,1.12459780571819,34.7076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089031587292051,0.0,0.621575686825537,0.289394446823776
-55.9992,-33.6328,1397.0,0.866167282093114,34.6988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07070078708793401,0.0,0.512745942116655,0.4165555965190639
-55.9992,-33.6328,1596.4,0.6828266180935401,34.6922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059312143366231,0.0,0.430422776380329,0.51026532207823
-55.9992,-33.6328,1797.4,0.552457585945067,34.6905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042012176322115985,0.0,0.389029075564326,0.5689599945772679
-55.9992,-33.6328,1997.3,0.426016528738414,34.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041689028581721,0.0,0.32000485790197497,0.6383049622636129
-55.9992,-33.6328,2197.1,0.3148083067226,34.6812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041624406901448,0.0,0.260651205432853,0.697723164348336
-55.9992,-33.6328,2396.5,0.19377106908346,34.676,0.0,0.0,0.0,0.0,0.0,0.0,0.001335488335889,0.0,0.00031822078095200003,0.0,0.0,0.035016262199335,0.0,0.205371458640525,0.757955365642255
-55.3296,-34.5295,273.2,1.9329465714378,34.3633,0.0,0.0,0.0,0.0,0.0,0.0,0.05924354528922701,0.0,0.484588196218493,0.0,0.0,0.0,0.0,0.32991756074953305,0.126262080320407
