,G2cruise,G2station,G2latitude,G2longitude,G2pressure,G2theta,G2salinity,G2salinityf
239163,342,41.0,44.998999999999995,-19.999000000000002,399.4,12.139000000000001,35.666,2
239164,342,41.0,44.998999999999995,-19.999000000000002,399.5,12.138,35.664,2
239203,342,42.0,44.5,-20.0,349.0,12.095999999999998,35.649,2
239233,342,43.0,43.998999999999995,-20.0,372.8,12.077,35.641999999999996,2
239297,342,45.0,42.998999999999995,-20.000999999999998,299.7,12.182,35.654,2
239332,342,46.0,42.498999999999995,-19.999000000000002,301.1,12.123,35.656,2
239367,342,47.0,42.001000000000005,-20.000999999999998,324.2,12.142000000000001,35.646,2
239398,342,48.0,41.496,-20.002,325.1,12.197000000000001,35.655,2
239463,342,50.0,40.499,-20.002,400.2,12.284,35.672,2
239532,342,52.0,39.499,-20.0,475.7,12.185,35.654,2
268556,363,7.0,42.001000000000005,-16.668,198.5,12.633,35.661,2
268566,363,8.0,42.498999999999995,-16.666,82.926,12.58,35.669000000000004,2
268567,363,8.0,42.498999999999995,-16.666,202.38,12.390999999999998,35.650999999999996,2
268579,363,9.0,42.997,-16.672,204.62,12.365,35.647,2
268600,363,11.0,44.003,-16.668,22.154,12.527999999999999,35.659,2
268601,363,11.0,44.003,-16.668,54.205,12.522,35.659,2
268602,363,11.0,44.003,-16.668,141.69,12.505999999999998,35.662,2
268612,363,12.0,44.5,-16.666,23.2,12.437000000000001,35.65,2
268613,363,12.0,44.5,-16.666,51.3,12.433,35.65,2
268614,363,12.0,44.5,-16.666,152.0,12.42,35.65,2
268615,363,12.0,44.5,-16.666,202.5,12.392999999999999,35.648,2
268627,363,13.0,44.498999999999995,-17.334,197.56,12.253,35.645,2
268691,363,17.0,44.486999999999995,-20.003,300.32,12.624,35.66,2
268743,363,21.0,43.998999999999995,-18.667,300.35,12.282,35.643,2
268756,363,22.0,44.001999999999995,-18.0,196.33,12.436,35.64,2
268769,363,23.0,43.506,-17.345,201.84,12.6,35.672,2
268782,363,24.0,43.001999999999995,-17.333,201.85,12.55,35.659,2
268838,363,28.0,40.998999999999995,-17.335,405.11,12.168,35.655,2
268851,363,29.0,40.495,-17.334,398.88,12.244000000000002,35.66,2
268864,363,30.0,40.0,-17.333,306.86,12.465,35.677,2
268878,363,31.0,39.507,-17.254,302.53,12.279000000000002,35.641999999999996,2
268914,363,33.0,39.501999999999995,-18.0,396.84,12.033,35.643,2
268927,363,34.0,39.971,-18.0,399.77,12.214,35.646,2
268966,363,37.0,41.504,-18.002,200.06,12.652000000000001,35.667,2
269012,363,40.0,43.0,-18.0,201.05,12.492,35.661,2
269039,363,42.0,43.501999999999995,-19.337,205.12,12.675999999999998,35.669000000000004,2
269082,363,45.0,42.833999999999996,-20.796,300.54,12.562999999999999,35.659,2
269113,363,47.0,42.998999999999995,-18.997,203.35,12.587,35.663000000000004,2
269128,363,48.0,43.0,-18.668,304.12,12.349,35.641999999999996,2
269141,363,49.0,42.501000000000005,-18.665,200.49,12.575999999999999,35.657,2
269155,363,50.0,42.001000000000005,-18.667,201.1,12.679,35.668,2
269169,363,51.0,41.501999999999995,-18.666,202.47,12.696,35.675,2
269189,363,52.0,41.001999999999995,-18.667,306.35,12.604000000000001,35.659,2
269204,363,53.0,40.499,-18.664,402.66,12.220999999999998,35.641999999999996,2
269218,363,54.0,39.999,-18.667,400.52,12.549000000000001,35.672,2
269246,363,56.0,39.0,-18.666,405.88,12.204,35.675,2
269260,363,57.0,39.001,-19.334,401.6,12.145,35.67,2
269274,363,58.0,39.501,-19.333,399.76,12.198,35.67,2
269288,363,59.0,40.006,-19.336,399.69,12.549000000000001,35.678000000000004,2
269315,363,61.0,41.001000000000005,-19.335,305.38,12.581,35.655,2
269341,363,63.0,42.004,-19.337,201.02,12.432,35.641,2
269355,363,64.0,42.5,-19.332,199.63,12.43,35.646,2
269384,363,66.0,42.5,-20.663,306.35,12.684000000000001,35.677,2
269398,363,67.0,42.001000000000005,-20.666,302.81,12.658,35.671,2
269440,363,70.0,41.498999999999995,-20.67,305.12,12.454,35.645,2
269482,363,73.0,40.501,-20.0,301.02,12.413,35.663000000000004,2
269497,363,74.0,40.001999999999995,-19.999000000000002,390.88,12.338,35.666,2
269530,363,76.0,39.499,-20.666,402.82,12.173,35.656,2
269543,363,77.0,39.496,-19.996,398.72,12.175999999999998,35.677,2
269571,363,79.0,39.0,-20.666999999999998,400.75,11.982999999999999,35.643,2
269611,364,19.0,44.0,-20.666,197.0,12.472999999999999,35.654,2
269639,364,21.0,44.0,-18.666,297.0,12.51,35.663000000000004,2
269652,364,23.0,43.998999999999995,-17.332,197.0,12.633,35.675,2
269720,364,30.0,40.501,-17.334,296.0,12.5,35.66,2
269734,364,32.0,39.499,-17.332,298.0,12.42,35.664,2
269804,364,39.0,42.033,-18.0,299.3,12.31,35.65,2
269817,364,41.0,42.998000000000005,-18.000999999999998,197.0,12.552999999999999,35.665,2
269831,364,42.0,43.498999999999995,-17.999000000000002,197.0,12.593,35.668,2
269846,364,44.0,43.501999999999995,-19.335,297.0,12.52,35.67,2
