LATITUDE;LONGITUDE;CTDPRS;CTDTPOT;CTDSAL;EDW;ENACW12;WNACW7;SPMW;SACWT12;SACWE12;WW;AAIW5;AAIW3;MW;LSW;ISOW;DSOW;CDW;WSDW
55,261;-53,956;1388,8;2,7785;34,849;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
55,419;-53,819;848,8;2,8982;34,828;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
55,419;-53,819;1027,8;3,0177;34,856;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
55,419;-53,819;1199,7;2,9492;34,856;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
55,419;-53,819;1398;2,8514;34,853;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
55,609;-53,618;1259,9;3,0025;34,863;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
55,609;-53,618;1481;2,8711;34,856;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
55,847;-53,38;705,8;3,0893;34,853;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
55,847;-53,38;894;2,9416;34,845;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
55,847;-53,38;1102,2;2,9104;34,85;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
55,847;-53,38;1313,2;2,8528;34,849;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
56,124;-53,141;583,1;2,838;34,821;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
56,124;-53,141;760;2,9065;34,838;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
56,124;-53,141;946,6;2,8896;34,843;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
56,124;-53,141;1178,4;2,8255;34,842;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
56,124;-53,141;1400,3;2,7805;34,842;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
57,37;-28,158;2646,7;2,4956;34,972;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
56,46;-27,493;2779,4;2,4923;34,971;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
57,962;-29,188;2209,7;2,4797;34,966;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
57,678;-28,667;2456,2;2,4871;34,965;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
57,373;-28,133;2550,6;2,4554;34,965;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
57,373;-28,133;2610,3;2,428;34,965;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
57,373;-28,133;2655,9;2,3824;34,964;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
58,27;-26;2494,8;2,448;34,969;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
58,27;-26;2548,8;2,3869;34,969;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
57,79;-24,71;2796,6;2,4224;34,965;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
57,382;-28,182;2619,8;2,4881;34,965;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
56,983;-27,863;2810;2,4539;34,963;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
56,585;-27,573;2760;2,4426;34,965;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
56,183;-27,258;2701,5;2,4945;34,965;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
56,183;-27,258;2786;2,4498;34,965;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
55,782;-26,913;2981,2;2,4413;34,963;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
58,654;-20,607;2901,9;2,4372;34,969;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,083;-21,849;2872,9;2,4333;34,968;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,409;-22,844;2495,3;2,4372;34,968;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,742;-23,814;2339,5;2,4883;34,97;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
60,737;-21,83;2316,5;2,3981;34,964;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,792;-20,916;2817,6;2,48;34,966;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
58,883;-22,961;2796,2;2,4312;34,964;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
58,216;-24,433;2805,1;2,4127;34,962;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
57,401;-24,884;2775,9;2,4303;34,962;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
56,766;-25,999;2805,4;2,4372;34,961;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
61,765;-22,769;1750,9;2,4923;34,976;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
61,765;-22,769;1751,3;2,4894;34,976;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
61,015;-22,152;2021,7;2,3505;34,972;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
61,015;-22,152;2022,5;2,3663;34,972;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
61,015;-22,152;2067,9;2,3439;34,972;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
61,015;-22,152;2069,4;2,3436;34,972;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
60,782;-21,85;2252,7;2,4682;34,97;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
60,782;-21,85;2320,8;2,3047;34,971;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
60,782;-21,85;2321,3;2,3044;34,971;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
60,453;-21,66;2511,4;2,4877;34,977;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
60,453;-21,66;2562,8;2,3632;34,973;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
60,198;-21,25;2774,4;2,3915;34,978;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
60,198;-21,25;2774,7;2,3909;34,978;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,718;-20,914;2885,5;2,4838;34,977;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,718;-20,914;2885,6;2,4838;34,976;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
58,782;-20,964;2924,1;2,4963;34,974;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
58,782;-20,964;2924,9;2,4959;34,974;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,717;-23,466;2383,4;2,3698;34,975;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
60,016;-24,337;2200,7;2,3348;34,973;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
60,316;-25,212;2255;2,4193;34,975;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
57,801;-24,799;2737,3;2,4918;34,975;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
57,801;-24,799;2851;2,4646;34,977;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
57,534;-24;2964,7;2,4925;34,974;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
60,413;-18,617;2524;2,346;34,995;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
57,672;-26,245;2838;2,4897;34,973;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
57,515;-24,657;2845;2,4557;34,974;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
61,492;-18,333;2311;2,4575;34,988;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
61,492;-18,333;2360;2,3183;34,985;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,965;-25,02;2192,2;2,3864;34,971;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,666;-24,217;2453,5;2,4092;34,966;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,369;-23,434;2366,6;2,4221;34,966;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,068;-22,647;2666,9;2,4945;34,968;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,068;-22,647;2718,5;2,3205;34,97;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
58,75;-21,865;2903,1;2,45;34,965;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
58,75;-21,865;2953;2,4421;34,966;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
58,6;-21,499;2895,9;2,3784;34,967;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
58,6;-21,499;2955,8;2,3592;34,968;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
58,431;-21,069;2919,3;2,4798;34,963;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
58,431;-21,069;2970,6;2,3954;34,968;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,158;-20,275;2839;2,4216;34,967;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,351;-21,19;2904,2;2,3605;34,964;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,52;-22,095;2635,5;2,4566;34,966;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,52;-22,095;2727,7;2,3447;34,967;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,698;-23,006;2326;2,4938;34,969;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,867;-23,953;2332,1;2,4512;34,968;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,95;-24,727;2195,9;2,4577;34,966;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,642;-23,915;2401,1;2,3196;34,967;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,011;-22,407;2799,4;2,4125;34,966;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,011;-22,407;2837;2,3865;34,965;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
58,365;-20,904;2977;2,4555;34,965;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
62,33;-20,002;1831,5;2,47;34,975;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
60,327;-19,998;2587,6;2,442;34,975;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
60,327;-19,998;2587,6;2,442;34,974;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,843;-19,987;2760,3;2,3035;34,975;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,393;-19,987;2801,2;2,3043;34,974;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
58,823;-20,013;2834,7;2,3813;34,976;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
60,023;-20,002;2725,5;2,4931;34,974;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
61;-19,914;2403,9;2,4144;34,969;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
60,501;-20;2548,7;2,4689;34,981;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
60;-20,002;2753,8;2,4605;34,983;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,5;-19,997;2796,7;2,4277;34,989;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
58,999;-19,999;2873,1;2,3983;34,985;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
57,235;-28,058;2696,8;2,4999;34,974;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
57,235;-28,058;2731,9;2,4699;34,975;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
56,934;-27,82;2882;2,4989;34,968;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
56,934;-27,82;2882,6;2,4989;34,967;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
56,629;-27,583;2748,9;2,4653;34,966;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
56,333;-27,344;2683,8;2,4894;34,97;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
56,037;-27,11;2825,6;2,4684;34,969;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
56,037;-27,11;2826,1;2,4683;34,971;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
58,205;-24,639;2807,1;2,4811;34,971;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
58,331;-25,54;2794,4;2,451;34,975;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
60,328;-20,003;2639,5;2,3908;34,976;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
61,015;-20,027;2321,6;2,4241;34,979;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
61,132;-19,998;2342;2,43;34,976;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
61,132;-19,998;2366,4;2,3187;34,975;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
61,538;-20,017;2116;2,4498;34,978;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
61,742;-20,008;1869;2,4589;34,977;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
61,132;-19,998;1741;2,454;34,977;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
61,132;-19,998;1790,7;2,4429;34,975;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
61,132;-19,998;1839,5;2,4259;34,975;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,997;-20,01;2618;2,3713;34,982;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,997;-20,01;2618;2,3703;34,982;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,997;-20,01;2618;2,3703;34,981;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,997;-20,01;2618;2,3723;34,98;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,997;-20,01;2619;2,3692;34,982;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,997;-20,01;2619;2,3702;34,981;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,997;-20,01;2659;2,435;34,974;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,997;-20,01;2660;2,432;34,976;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
61,007;-19,985;2380;2,4473;34,978;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
61,007;-19,985;2422;2,3522;34,98;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
62,243;-20,002;1822;2,4739;34,979;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
62,243;-20,002;1865;2,4559;34,979;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
62,243;-20,002;1865;2,4559;34,979;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
62;-20;1720;2,4511;34,975;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
62;-20;1770;2,3908;34,976;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
62;-20;1819;2,3901;34,976;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
61,75;-19,995;1758;2,4532;34,978;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
61,75;-19,995;1805;2,3115;34,975;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
61,5;-19,997;2190;2,476;34,978;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
61,252;-19,997;2393;2,4742;34,977;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
60,733;-19,987;2366;2,4017;34,979;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
60,5;-20;2562;2,4113;34,979;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
60,247;-20,005;2591;2,4274;34,979;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
60,247;-20,005;2639;2,3647;34,98;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
60,247;-20,005;2683;2,3223;34,981;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
60;-19,998;2751;2,4341;34,976;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,995;-20,5;2790;2,4637;34,978;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
60;-21;2814;2,4374;34,976;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
60,003;-21,5;2804;2,4686;34,975;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,993;-22,015;2694;2,467;34,976;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,987;-22,503;2539;2,4419;34,979;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,987;-22,503;2596;2,4409;34,979;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
59,975;-23,03;2389;2,4274;34,98;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
