,G2cruise,G2station,G2latitude,G2longitude,G2pressure,G2theta,G2salinity,G2salinityf
238110,342,6.0,61.833,-19.999000000000002,299.3,8.2342,35.247,2
238111,342,6.0,61.833,-19.999000000000002,348.6,8.2361,35.249,2
238112,342,6.0,61.833,-19.999000000000002,399.1,8.1558,35.238,2
238142,342,7.0,61.613,-20.0,425.4,8.3512,35.231,2
238300,342,12.0,59.5,-19.997,375.9,8.4319,35.232,2
238455,342,17.0,57.0,-20.0,799.7,8.0519,35.246,2
287653,394,35.0,46.541000000000004,-19.676,751.2,8.273,35.233000000000004,2
289889,395,34.0,46.916000000000004,-19.97,701.4,8.2239,35.243,2
291341,402,19.0,54.611000000000004,-17.9,500.6,8.3571,35.244,2
291483,403,51.0,55.59,-13.94,654.01,7.9895,35.249,2
291543,403,62.0,54.15,-17.242,708.38,8.2027,35.246,2
291561,403,64.0,53.691,-16.592,555.95,8.3831,35.247,2
291724,404,19.0,53.231,-15.931,749.66,8.315,35.241,2
297845,660,14.0,56.966,-16.533,707.4,8.26,35.247,2
297859,660,15.0,57.096000000000004,-17.451,699.9,8.2499,35.243,2
297887,660,17.0,57.36600000000001,-19.266,710.2,8.3353,35.244,2
298950,661,79.0,60.001000000000005,0.4993,80.623,8.4916,35.246,2
298970,661,81.0,59.998000000000005,1.4992,60.465,7.9939,35.242,2
299065,661,90.0,60.998999999999995,1.5033,83.647,8.0915,35.246,2
299589,662,80.0,60.0,0.5,115.91,8.288,35.236999999999995,2
299595,662,81.0,60.0,1.4999,94.735,8.0904,35.249,2
299685,662,90.0,61.0,1.5,141.11,7.9857,35.25,2
300149,663,79.0,60.0,-0.49817,4.5403,8.0473,35.244,2
300150,663,79.0,60.0,-0.49817,10.311,8.0482,35.246,2
300151,663,79.0,60.0,-0.49817,25.12,8.0488,35.247,2
300152,663,79.0,60.0,-0.49817,49.101000000000006,8.049,35.246,2
300153,663,79.0,60.0,-0.49817,75.885,8.0487,35.246,2
300154,663,79.0,60.0,-0.49817,100.86,8.047,35.246,2
300155,663,79.0,60.0,-0.49817,122.68,8.0441,35.247,2
300758,664,75.0,59.0,-1.5005,75.148,8.4679,35.243,2
303040,667,41.0,56.617,-18.366,704.0,8.0011,35.232,2
306529,671,45.0,60.5,-20.0,99.0,8.3268,35.24,2
307255,671,84.0,59.978,-19.65,98.0,8.4581,35.25,2
307326,671,87.0,59.285,-18.547,199.0,8.2338,35.24,2
307375,671,89.0,58.927,-17.917,303.0,8.1611,35.233000000000004,2
307376,671,89.0,58.927,-17.917,304.0,8.1576,35.233000000000004,2
307399,671,90.0,58.832,-17.75,301.0,8.1628,35.236,2
307400,671,90.0,58.832,-17.75,302.0,8.1624,35.235,2
307422,671,91.0,59.035,-17.328,503.0,7.9516,35.235,2
307423,671,91.0,59.035,-17.328,503.0,7.9509,35.234,2
307435,671,92.0,59.253,-17.0,353.0,8.1512,35.245,2
307436,671,92.0,59.253,-17.0,454.0,8.0905,35.25,2
307445,671,93.0,59.507,-17.01,353.0,8.1519,35.243,2
307446,671,93.0,59.507,-17.01,455.0,8.0022,35.234,2
307478,671,95.0,59.992,-17.0,301.0,8.1076,35.243,2
307500,671,96.0,60.235,-16.987000000000002,99.0,8.2315,35.24,2
307596,671,100.0,61.258,-17.008,101.0,8.2967,35.246,2
307669,671,103.0,62.015,-17.012,202.0,7.9685,35.235,2
307842,672,5.0,56.151,-11.498,907.82,7.9218,35.236,2
307911,672,8.0,56.477,-13.61,857.85,8.1015,35.243,2
308071,672,19.0,59.266000000000005,-18.405,252.65,8.3957,35.249,2
308072,672,19.0,59.266000000000005,-18.405,352.54,8.2385,35.231,2
309466,672,91.0,59.468,-18.935,100.88,8.2245,35.232,2
309490,672,92.0,59.277,-18.547,100.88,8.3871,35.236999999999995,2
